,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
1219,Комета Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/298484887/,Москва,sale,flat,4,6,1,18.0,-1,0,6300000,Пресненский,Электрический переулок,8С1,Белорусская,
1220,НДВ,real_estate_agent,https://www.cian.ru/sale/flat/295670716/,Москва,sale,flat,1,3,1,20.0,-1,0,6307760,Головинский,Солнечногорский проезд,17,Моссельмаш,
1221,UNO-Estate,real_estate_agent,https://www.cian.ru/sale/flat/284009990/,Москва,sale,flat,4,5,1,13.0,-1,0,6300000,Красносельский,Краснопрудная ,22А,Красносельская,
1222,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/296478432/,Москва,sale,flat,3,3,1,43.1,-1,0,6350000,, Николинские Ключи,30,Крёкшино,Ново-Никольское
1223,Манхэттен эстейт,real_estate_agent,https://www.cian.ru/sale/flat/284608380/,Москва,sale,flat,1,3,1,32.7,-1,0,6350000,, Десятинная,13,Апрелевка,Борисоглебское
1224,БЕСТ-Недвижимость на Баррикадной,real_estate_agent,https://www.cian.ru/sale/flat/279800832/,Москва,sale,flat,1,9,1,30.0,-1,0,6370000,Люблино, Верхние Поля,27С2,Братиславская,
1225,Галина Козлова,realtor,https://www.cian.ru/sale/flat/286210831/,Москва,sale,flat,4,5,1,31.1,-1,0,6350000,Новая Москва, Лесная,81,,
1226,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298022502/,Москва,sale,flat,3,3,1,49.1,-1,0,6400000,, Генерала Донскова,27к3,Апрелевка,Борисоглебское
1227,Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298340835/,Москва,sale,flat,2,3,1,35.3,-1,0,6400000,, Вышгородская,8,Апрелевка,Борисоглебское
1228,На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/300184257/,Москва,sale,flat,2,6,1,24.0,-1,0,6400000,Вешняки,аллея Первой Маевки,15с1,Вешняки,
1229,Доступная Недвижимость Офис Сретенский,real_estate_agent,https://www.cian.ru/sale/flat/299587797/,Москва,sale,flat,1,7,1,32.5,-1,0,6400000,,,к9,Санино,Баркли Медовая Долина ЖК
1230,Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299016463/,Москва,sale,flat,4,9,1,26.8,-1,0,6507500,Люблино, Верхние Поля,27С2,Братиславская,
1231,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/299890881/,Москва,sale,flat,4,6,1,22.7,-1,0,6500000,Орехово-Борисово Северное,Домодедовская ,4,Орехово,Аэровилла
1232,Новый дом,real_estate_agent,https://www.cian.ru/sale/flat/301612398/,Москва,sale,flat,3,9,1,33.0,-1,0,6500000,, Дзержинского,1,Кокошкино,
1233,Недвижимость - Ближнее Переделкино,real_estate_agent,https://www.cian.ru/sale/flat/291279672/,Москва,sale,flat,2,7,1,35.5,-1,0,6500000,Марушкинское поселение, Медовая Долина,1к1,,Баркли Медовая долина
1234,КомиссиON ВТБ,real_estate_agent,https://www.cian.ru/sale/flat/299376630/,Москва,sale,flat,1,4,1,30.9,-1,0,6510000,пос. ДСК Мичуринец,переулок Гаражный,1,,
1235,Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/294074358/,Москва,sale,flat,3,6,1,32.0,-1,0,6500000,Чертаново Северное,Варшавское шоссе,125,Южная,
1236,Манхэттен эстейт,real_estate_agent,https://www.cian.ru/sale/flat/284286376/,Москва,sale,flat,2,3,1,45.9,-1,0,6500000,, Генерала Донскова,19к1,Апрелевка,Борисоглебское
1237,Est-a-Tet – Вторичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301291628/,Москва,sale,flat,3,3,1,35.6,-1,0,6500000,, Генерала Донскова,27к4,Апрелевка,Борисоглебское
1238,Владис,real_estate_agent,https://www.cian.ru/sale/flat/298213157/,Москва,sale,flat,1,2,1,31.0,-1,0,6500000,Новая Москва, Центральная,71,Крёкшино,
1239,Татьяна Орешина,realtor,https://www.cian.ru/sale/flat/301436421/,Москва,sale,flat,3,8,1,38.7,-1,0,6500000,,аллея Буковая,14,Коммунарка,Андерсен
1240,UNO - Отдел краткосрочной аренды,real_estate_agent,https://www.cian.ru/sale/flat/299776751/,Москва,sale,flat,1,2,1,37.0,-1,0,6500000,Соколиная гора,Вольная ,25С3,Семёновская,
1241,Андрей Слободский,realtor,https://www.cian.ru/sale/flat/301376083/,Москва,sale,flat,1,5,1,23.0,-1,0,6500000,Савеловский,1-я Хуторская ,2К2,Дмитровская,
1242,Геннадий Бегучев,realtor,https://www.cian.ru/sale/flat/301053065/,Москва,sale,flat,1,9,1,26.0,-1,0,6500000,Ивановское,Малый Купавенский проезд,5К2,Первомайская,
1243,Кутузовский проспект,real_estate_agent,https://www.cian.ru/sale/flat/294948955/,Москва,sale,flat,2,5,1,18.2,-1,0,6500000,Марфино,Гостиничная ,10К5,Окружная,Апартаменты Алтай
1244,Марина Ильина,realtor,https://www.cian.ru/sale/flat/297248368/,Москва,sale,flat,1,5,1,30.0,-1,0,6500000,Марфино,Гостиничная ,10К5,Окружная,Апартаменты Алтай
1245,МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299237703/,Москва,sale,flat,4,9,-1,31.5,-1,0,6500000,Раменки, Столетова,4,Ломоносовский проспект,
1246,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300759585/,Москва,sale,flat,1,3,1,34.7,-1,0,6500000,, Генерала Трошева,26,Филатов Луг,
1247,Авенир,real_estate_agent,https://www.cian.ru/sale/flat/300934735/,Москва,sale,flat,3,4,1,37.4,-1,0,6500000,, Ирландская,4к1,Подольск,Ирландский квартал
1248,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300308227/,Москва,sale,flat,17,17,1,25.0,-1,0,6500000,, Генерала Пилипенко,1к1,Коммунарка,Кленовые Аллеи
1249,Альфия Ахмерова,realtor,https://www.cian.ru/sale/flat/300558065/,Москва,sale,flat,6,9,1,26.9,-1,0,6507500,Люблино, Верхние Поля,27С2,Братиславская,
1250,Александра Тимофеева,realtor,https://www.cian.ru/sale/flat/300296908/,Москва,sale,flat,1,7,1,43.6,-1,0,6500000,, Медовая Долина,1к2,Санино,
1251,PORTAL ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/297989659/,Москва,sale,flat,4,5,1,36.0,-1,0,6599999,, Прудовая,1а,Щербинка,
1252,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301358657/,Москва,sale,flat,8,12,1,41.1,-1,0,6550000,, Гореловская,3,Силикатная,
1253,СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/296778235/,Москва,sale,flat,4,5,1,21.8,-1,0,6600000,, 5-я Лесные поляны,29,Коммунарка,
1254,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/299009289/,Москва,sale,flat,4,5,1,16.2,-1,0,6600000,Аэропорт,2-й Амбулаторный проезд,8С3,Красный Балтиец,
1255,METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/301503681/,Москва,sale,flat,1,14,1,26.3,-1,0,6600000,Северное Бутово,Старобитцевская ,7,Бульвар Дмитрия Донского,
1256,Татьяна Попова,realtor,https://www.cian.ru/sale/flat/292147309/,Москва,sale,flat,1,6,1,30.0,-1,0,6600000,, Жемчужная,1к2,Филатов Луг,Марьино Град
1257,Светлана Ким,realtor,https://www.cian.ru/sale/flat/300121399/,Москва,sale,flat,4,7,1,36.64,-1,0,6600000,, Медовая Долина,1к2,Санино,
1258,Гурам Базадзе,realtor,https://www.cian.ru/sale/flat/300654163/,Москва,sale,flat,16,17,1,36.6,-1,0,6600000,, Текстильщиков,3к2,Крёкшино,
1259,Мечты сбываются,real_estate_agent,https://www.cian.ru/sale/flat/297086326/,Москва,sale,flat,2,8,1,32.2,-1,0,6600000,, Золотошвейная,6,Филатов Луг,Цветочные Поляны
1260,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299709724/,Москва,sale,flat,9,9,1,22.0,-1,0,6600000,, Золотошвейная,5,Филатов Луг,Цветочные Поляны
1261,НДВ,real_estate_agent,https://www.cian.ru/sale/flat/295685444/,Москва,sale,flat,3,3,1,20.0,-1,0,6609260,Головинский,Солнечногорский проезд,17,Моссельмаш,
1262,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/301224161/,Москва,sale,flat,7,7,1,38.1,-1,0,6700000,, Медовая Долина,2,Санино,Баркли Медовая долина
1263,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/301314881/,Москва,sale,flat,1,5,1,35.4,-1,0,6700000,,,3,Подольск,
1264,Владис,real_estate_agent,https://www.cian.ru/sale/flat/297665782/,Москва,sale,flat,5,9,1,29.5,-1,0,6688500,Люблино, Верхние Поля,27С2,Братиславская,
1265,Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/295334170/,Москва,sale,flat,4,5,1,36.0,-1,0,6699999,, Прудовая,1,Щербинка,
1266,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298225520/,Москва,sale,flat,4,4,1,26.0,-1,0,6700000,Аэропорт,2-й Амбулаторный проезд,8С3,Красный Балтиец,
1267,Ольга Оводова,realtor,https://www.cian.ru/sale/flat/286148739/,Москва,sale,flat,5,7,1,35.4,-1,0,6700000,,,1к2,Рассказовка,Баркли Медовая Долина ЖК
1268,МЕЗОН,real_estate_agent,https://www.cian.ru/sale/flat/301166044/,Москва,sale,flat,17,19,1,35.1,-1,0,6700000,,,40к1,Бунинская аллея,Санрайс
1269,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299028339/,Москва,sale,flat,3,3,1,34.4,-1,0,6700000,, Героя России Чернышева,5,Филатов Луг,
1270,МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299248631/,Москва,sale,flat,10,12,1,34.9,-1,0,6700000,,,5,Коммунарка,
1271,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299249033/,Москва,sale,flat,3,3,1,43.6,-1,0,6700000,, Джонатана Свифта,7,Подольск,
1272,Московский Союз Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/295180835/,Москва,sale,flat,9,16,1,20.0,-1,0,6700000,Отрадное,Алтуфьевское шоссе,2,Владыкино,
1273,Сити Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296475414/,Москва,sale,flat,1,4,1,19.0,-1,0,6700000,Бабушкинский,Верхоянская ,10,Свиблово,
1274,Вероника,real_estate_agent,https://www.cian.ru/sale/flat/265206637/,Москва,sale,flat,2,5,1,42.0,-1,0,6700000,пос. Рогово, Березки,10к2,,Кутузовские берёзы
1275,Алексей Иваньков,realtor,https://www.cian.ru/sale/flat/301307885/,Москва,sale,flat,2,14,1,30.0,-1,0,6660000,,,,,
1276,Альфия Ахмерова,realtor,https://www.cian.ru/sale/flat/300558938/,Москва,sale,flat,5,9,1,29.5,-1,0,6688500,Люблино, Верхние Поля,27С2,Братиславская,
1277,Владимир Борисов,realtor,https://www.cian.ru/sale/flat/292352905/,Москва,sale,flat,3,3,1,34.0,-1,0,6650000,Благодать кп, Генерала Трошева,20,,
1278,Денис Каргин,realtor,https://www.cian.ru/sale/flat/291328090/,Москва,sale,flat,1,5,1,28.6,-1,0,6749000,Марфино,Гостиничная ,5,Окружная,
1279,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293249586/,Москва,sale,flat,2,9,1,30.0,-1,0,6750000,, Золотошвейная,2,Филатов Луг,Цветочные Поляны
1280,Владис,real_estate_agent,https://www.cian.ru/sale/flat/297902607/,Москва,sale,flat,6,9,1,30.6,-1,0,6800000,,проспект Куприна,38к2,Бунинская аллея,Эко Бунино
1281,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/300660400/,Москва,sale,flat,6,17,1,28.6,-1,0,6800000,, Яворки,1к6,Коммунарка,Кленовые Аллеи
1282,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/292686010/,Москва,sale,flat,4,4,1,42.0,-1,0,6800000,, Центральная,35,Крёкшино,
1283,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/299070616/,Москва,sale,flat,7,19,1,30.0,-1,0,6800000,, Барышевская Роща,12,Щербинка,Прима-Парк
1284,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/284489277/,Москва,sale,flat,1,3,1,20.9,-1,0,6895000,Басманный,Большая Почтовая ,38С6,Электрозаводская,
1285,Наталья Рыжова,realtor,https://www.cian.ru/sale/flat/299989614/,Москва,sale,flat,15,17,1,34.0,-1,0,6800000,, Текстильщиков,3к2,Крёкшино,
1286,REALTY PRО,real_estate_agent,https://www.cian.ru/sale/flat/294542761/,Москва,sale,flat,5,5,1,10.2,-1,0,6890000,Пресненский,Электрический переулок,3/10С1,Белорусская,
1287,Сергей Ефремов,realtor,https://www.cian.ru/sale/flat/291968595/,Москва,sale,flat,5,7,1,42.0,-1,0,6850000,,,к7,Рассказовка,Баркли Медовая Долина ЖК
